"scientificName","Family","nativeStatus","plantOrigin"
"Sibbaldiopsis","Rosaceae","L48(N)CAN(N)GL(N)SPM(N)","native"
"Sibbaldiopsis tridentata","Rosaceae","L48(N)CAN(N)GL(N)SPM(N)","native"
"Sicana","Cucurbitaceae",NA,NA
"Sicana odorifera","Cucurbitaceae","PR(I)",NA
"Sicyos","Cucurbitaceae","L48(N)CAN(N)","native"
"Sicyos albus","Cucurbitaceae","HI(N)",NA
"Sicyos ampelophyllus","Cucurbitaceae","L48(N)","native"
"Sicyos angulatus","Cucurbitaceae","L48(N)CAN(N)","native"
"Sicyos anunu","Cucurbitaceae","HI(N)",NA
"Sicyos collinus","Cucurbitaceae",NA,NA
"Sicyos cucumerinus","Cucurbitaceae","HI(N)",NA
"Sicyos erostratus","Cucurbitaceae","HI(N)",NA
"Sicyos glaber","Cucurbitaceae","L48(N)","native"
"Sicyos herbstii","Cucurbitaceae","HI(N)",NA
"Sicyos hillebrandii","Cucurbitaceae","HI(N)",NA
"Sicyos hispidus","Cucurbitaceae","HI(N)",NA
"Sicyos laciniatus","Cucurbitaceae","L48(N)","native"
"Sicyos lanceoloideus","Cucurbitaceae","HI(N)",NA
"Sicyos lasiocephalus","Cucurbitaceae","HI(N)",NA
"Sicyos macrophyllus","Cucurbitaceae","HI(N)",NA
"Sicyos maximowiczii","Cucurbitaceae","HI(N)",NA
"Sicyos microphyllus","Cucurbitaceae","L48(N)","native"
"Sicyos pachycarpus","Cucurbitaceae","HI(N)",NA
"Sicyos parviflorus","Cucurbitaceae","L48(N)","native"
"Sicyos semitonsus","Cucurbitaceae","HI(N)",NA
"Sicyos waimanaloensis","Cucurbitaceae","HI(N)",NA
"Sicyosperma","Cucurbitaceae","L48(N)","native"
"Sicyosperma gracile","Cucurbitaceae","L48(N)","native"
"Sida","Malvaceae","L48(I,N)CAN(I)","native"
"Sida abutifolia","Malvaceae","L48(I)PR(N)VI(I)","alien"
"Sida acuta","Malvaceae","L48(N)HI(I)PR(N)VI(N)","native"
"Sida aggregata","Malvaceae","L48(N)VI(I?)","native"
"Sida antillensis","Malvaceae","L48(I)","alien"
"Sida ciliaris","Malvaceae","L48(N)HI(I)PR(N)VI(N)","native"
"Sida cordata","Malvaceae","L48(N)PR(N)","native"
"Sida cordifolia","Malvaceae","L48(I)HI(I)PR(N)VI(N)","alien"
"Sida elliottii","Malvaceae","L48(N)","native"
"Sida elliottii var. elliottii","Malvaceae","L48(N)","native"
"Sida elliottii var. parviflora","Malvaceae","L48(N)","native"
"Sida fallax","Malvaceae","L48(N)HI(N)","native"
"Sida glabra","Malvaceae","L48(N)PR(N)VI(N)","native"
"Sida glomerata","Malvaceae","PR(N)VI(N)",NA
"Sida glutinosa","Malvaceae","PR(N)VI(N)",NA
"Sida hermaphrodita","Malvaceae","L48(N)CAN(I)","native"
"Sida jamaicensis","Malvaceae","PR(N)VI(N)",NA
"Sida javensis","Malvaceae",NA,NA
"Sida lindheimeri","Malvaceae","L48(N)","native"
"Sida linifolia","Malvaceae","L48(I)HI(I)","alien"
"Sida longipes","Malvaceae","L48(N)","native"
"Sida neomexicana","Malvaceae","L48(N)","native"
"Sida repens","Malvaceae","PR(N?)VI(N?)",NA
"Sida rhombifolia","Malvaceae","L48(N)HI(I?)PR(N)VI(N)","native"
"Sida rhombifolia var. rhombifolia","Malvaceae","L48(I)","alien"
"Sida rubromarginata","Malvaceae","L48(N)","native"
"Sida salviifolia","Malvaceae","PR(N)VI(N)",NA
"Sida santaremensis","Malvaceae","L48(I)","alien"
"Sida spinosa","Malvaceae","L48(N)HI(I)PR(N)VI(N)CAN(I)","native"
"Sida stipularis","Malvaceae","L48(N)PR(N)","native"
"Sida tragiifolia","Malvaceae","L48(N)","native"
"Sida urens","Malvaceae","L48(I)HI(I)PR(N)VI(N)","alien"
"Sidalcea","Malvaceae","L48(N)CAN(N)","native"
"Sidalcea asprella","Malvaceae","L48(N)","native"
"Sidalcea asprella ssp. asprella","Malvaceae","L48(N)","native"
"Sidalcea asprella ssp. nana","Malvaceae","L48(N)","native"
"Sidalcea calycosa","Malvaceae","L48(N)","native"
"Sidalcea calycosa ssp. calycosa","Malvaceae","L48(N)","native"
"Sidalcea calycosa ssp. rhizomata","Malvaceae","L48(N)","native"
"Sidalcea campestris","Malvaceae","L48(N)","native"
"Sidalcea candida","Malvaceae","L48(N)","native"
"Sidalcea candida var. candida","Malvaceae","L48(N)","native"
"Sidalcea candida var. glabrata","Malvaceae","L48(N)","native"
"Sidalcea celata","Malvaceae","L48(N)","native"
"Sidalcea covillei","Malvaceae","L48(N)","native"
"Sidalcea cusickii","Malvaceae","L48(N)","native"
"Sidalcea diploscypha","Malvaceae","L48(N)","native"
"Sidalcea elegans","Malvaceae","L48(N)","native"
"Sidalcea gigantea","Malvaceae","L48(N)","native"
"Sidalcea glaucescens","Malvaceae","L48(N)","native"
"Sidalcea hartwegii","Malvaceae","L48(N)","native"
"Sidalcea hendersonii","Malvaceae","L48(N)AK(N)CAN(N)","native"
"Sidalcea hickmanii","Malvaceae","L48(N)","native"
"Sidalcea hickmanii ssp. anomala","Malvaceae","L48(N)","native"
"Sidalcea hickmanii ssp. hickmanii","Malvaceae","L48(N)","native"
"Sidalcea hickmanii ssp. parishii","Malvaceae","L48(N)","native"
"Sidalcea hickmanii ssp. viridis","Malvaceae","L48(N)","native"
"Sidalcea hirsuta","Malvaceae","L48(N)","native"
"Sidalcea hirtipes","Malvaceae","L48(N)","native"
"Sidalcea keckii","Malvaceae","L48(N)","native"
"Sidalcea malachroides","Malvaceae","L48(N)","native"
"Sidalcea malviflora","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. californica","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. dolosa","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. laciniata","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. laciniata var. laciniata","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. laciniata var. sancta","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. malviflora","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. patula","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. purpurea","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. rostrata","Malvaceae","L48(N)","native"
"Sidalcea malviflora ssp. virgata","Malvaceae","L48(N)","native"
"Sidalcea multifida","Malvaceae","L48(N)","native"
"Sidalcea nelsoniana","Malvaceae","L48(N)","native"
"Sidalcea neomexicana","Malvaceae","L48(N)","native"
"Sidalcea neomexicana ssp. crenulata","Malvaceae","L48(N)","native"
"Sidalcea neomexicana ssp. neomexicana","Malvaceae","L48(N)","native"
"Sidalcea neomexicana ssp. thurberi","Malvaceae","L48(N)","native"
"Sidalcea oregana","Malvaceae","L48(N)CAN(N)","native"
"Sidalcea oregana ssp. eximia","Malvaceae","L48(N)","native"
"Sidalcea oregana ssp. hydrophila","Malvaceae","L48(N)","native"
"Sidalcea oregana ssp. oregana","Malvaceae","L48(N)CAN(N)","native"
"Sidalcea oregana ssp. oregana var. calva","Malvaceae","L48(N)","native"
"Sidalcea oregana ssp. oregana var. maxima","Malvaceae","L48(N)","native"
"Sidalcea oregana ssp. oregana var. nevadensis","Malvaceae","L48(N)","native"
"Sidalcea oregana ssp. oregana var. oregana","Malvaceae","L48(N)","native"
"Sidalcea oregana ssp. oregana var. procera","Malvaceae","L48(N)CAN(N)","native"
"Sidalcea oregana ssp. spicata","Malvaceae","L48(N)","native"
"Sidalcea oregana ssp. valida","Malvaceae","L48(N)","native"
"Sidalcea pedata","Malvaceae","L48(N)","native"
"Sidalcea ranunculacea","Malvaceae","L48(N)","native"
"Sidalcea reptans","Malvaceae","L48(N)","native"
"Sidalcea robusta","Malvaceae","L48(N)","native"
"Sidalcea sparsifolia","Malvaceae","L48(N)","native"
"Sidalcea stipularis","Malvaceae","L48(N)","native"
"Sidastrum","Malvaceae","L48(N)","native"
"Sidastrum multiflorum","Malvaceae","HI(I)PR(N)VI(N)",NA
"Sidastrum paniculatum","Malvaceae","L48(N)HI(I)","native"
"Sideritis","Lamiaceae","L48(I)","alien"
"Sideritis lanata","Lamiaceae","L48(I)","alien"
"Sideritis montana","Lamiaceae","L48(I)","alien"
"Sideritis romana","Lamiaceae","L48(I)","alien"
"Sideroxylon","Sapotaceae","L48(N)","native"
"Sideroxylon alachuense","Sapotaceae","L48(N)","native"
"Sideroxylon americanum","Sapotaceae",NA,NA
"Sideroxylon celastrinum","Sapotaceae","L48(N)","native"
"Sideroxylon cubense","Sapotaceae","PR(N)",NA
"Sideroxylon foetidissimum","Sapotaceae","L48(N)PR(N)VI(N)","native"
"Sideroxylon lanuginosum","Sapotaceae","L48(N)","native"
"Sideroxylon lanuginosum ssp. albicans","Sapotaceae","L48(N)","native"
"Sideroxylon lanuginosum ssp. lanuginosum","Sapotaceae","L48(N)","native"
"Sideroxylon lanuginosum ssp. oblongifolium","Sapotaceae","L48(N)","native"
"Sideroxylon lanuginosum ssp. rigidum","Sapotaceae","L48(N)","native"
"Sideroxylon lycioides","Sapotaceae","L48(N)","native"
"Sideroxylon obovatum","Sapotaceae","PR(N)VI(N)",NA
"Sideroxylon portoricense","Sapotaceae","PR(N)",NA
"Sideroxylon reclinatum","Sapotaceae","L48(N)","native"
"Sideroxylon reclinatum ssp. austrofloridense","Sapotaceae","L48(N)","native"
"Sideroxylon reclinatum ssp. reclinatum","Sapotaceae","L48(N)","native"
"Sideroxylon reclinatum ssp. rufotomentosum","Sapotaceae","L48(N)","native"
"Sideroxylon salicifolium","Sapotaceae","L48(N)PR(N)VI(N)","native"
"Sideroxylon tenax","Sapotaceae","L48(N)","native"
"Sideroxylon thornei","Sapotaceae","L48(N)","native"
"Sigesbeckia","Asteraceae","L48(I)","alien"
"Sigesbeckia jorullensis","Asteraceae",NA,NA
"Sigesbeckia orientalis","Asteraceae","L48(I)HI(I)","alien"
"Sigridea","Roccellaceae","NA(N)","native"
"Sigridea californica","Roccellaceae","NA(N)","native"
"Silene","Caryophyllaceae","L48(I,N)GL(I,N)SPM(I,N)","native"
"Silene X hampeana","Caryophyllaceae","L48(I)CAN(N)","alien"
"Silene acaulis","Caryophyllaceae","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Silene acaulis var. acaulis","Caryophyllaceae","AK(N)",NA
"Silene acaulis var. exscapa","Caryophyllaceae","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Silene acaulis var. subacaulescens","Caryophyllaceae","L48(N)AK(N)CAN(N)","native"
"Silene alexandri","Caryophyllaceae","HI(N)",NA
"Silene antirrhina","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene aperta","Caryophyllaceae","L48(N)","native"
"Silene apetala","Caryophyllaceae",NA,NA
"Silene armeria","Caryophyllaceae","L48(I)AK(I)CAN(I)","alien"
"Silene atropurpurea","Caryophyllaceae",NA,NA
"Silene bernardina","Caryophyllaceae","L48(N)","native"
"Silene bernardina ssp. bernardina","Caryophyllaceae","L48(N)","native"
"Silene bernardina ssp. maguirei","Caryophyllaceae","L48(N)","native"
"Silene bernardina ssp. maguirei var. rigidula","Caryophyllaceae","L48(N)","native"
"Silene bernardina ssp. maguirei var. sierrae","Caryophyllaceae","L48(N)","native"
"Silene bridgesii","Caryophyllaceae","L48(N)","native"
"Silene californica","Caryophyllaceae","L48(N)","native"
"Silene campanulata","Caryophyllaceae","L48(N)","native"
"Silene campanulata ssp. campanulata","Caryophyllaceae","L48(N)","native"
"Silene campanulata ssp. glandulosa","Caryophyllaceae","L48(N)","native"
"Silene campanulata ssp. greenei","Caryophyllaceae","L48(N)","native"
"Silene caroliniana","Caryophyllaceae","L48(N)","native"
"Silene caroliniana ssp. caroliniana","Caryophyllaceae","L48(N)","native"
"Silene caroliniana ssp. pensylvanica","Caryophyllaceae","L48(N)","native"
"Silene caroliniana ssp. wherryi","Caryophyllaceae","L48(N)","native"
"Silene chlorantha","Caryophyllaceae","L48(I)","alien"
"Silene clokeyi","Caryophyllaceae","L48(N)","native"
"Silene coeli-rosa","Caryophyllaceae","L48(I)","alien"
"Silene conica","Caryophyllaceae","L48(I)","alien"
"Silene conoidea","Caryophyllaceae","L48(I)CAN(W)","alien"
"Silene cryptopetala","Caryophyllaceae","HI(N)",NA
"Silene csereii","Caryophyllaceae","L48(I)CAN(I)","alien"
"Silene degeneri","Caryophyllaceae","HI(N)",NA
"Silene dichotoma","Caryophyllaceae","L48(I)CAN(I)","alien"
"Silene dioica","Caryophyllaceae","L48(I)CAN(I)","alien"
"Silene douglasii","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene douglasii var. douglasii","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene douglasii var. oraria","Caryophyllaceae","L48(N)","native"
"Silene douglasii var. rupinae","Caryophyllaceae","L48(N)","native"
"Silene drummondii","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene drummondii var. drummondii","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene drummondii var. kruckebergii","Caryophyllaceae","L48(N)","native"
"Silene drummondii var. striata","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene flos-jovis","Caryophyllaceae",NA,NA
"Silene gallica","Caryophyllaceae","L48(I)HI(I)CAN(I)","alien"
"Silene grayi","Caryophyllaceae","L48(N)","native"
"Silene hawaiiensis","Caryophyllaceae","HI(N)",NA
"Silene hookeri","Caryophyllaceae","L48(N)","native"
"Silene hookeri ssp. bolanderi","Caryophyllaceae","L48(N)","native"
"Silene hookeri ssp. hookeri","Caryophyllaceae","L48(N)","native"
"Silene hookeri ssp. pulverulenta","Caryophyllaceae","L48(N)","native"
"Silene hookeri ssp. serpentinicola","Caryophyllaceae","L48(N)","native"
"Silene inaperta","Caryophyllaceae",NA,NA
"Silene invisa","Caryophyllaceae","L48(N)","native"
"Silene involucrata","Caryophyllaceae","AK(N)CAN(N)GL(N)NA(N)","native"
"Silene involucrata ssp. elatior","Caryophyllaceae","AK(N)",NA
"Silene involucrata ssp. involucrata","Caryophyllaceae","AK(N)CAN(N)GL(N)NA(N)","native"
"Silene italica","Caryophyllaceae","L48(I)","alien"
"Silene italica ssp. nemoralis","Caryophyllaceae","L48(I)","alien"
"Silene kingii","Caryophyllaceae","L48(N)","native"
"Silene laciniata","Caryophyllaceae","L48(N)","native"
"Silene laciniata ssp. greggii","Caryophyllaceae","L48(N)","native"
"Silene laciniata ssp. major","Caryophyllaceae","L48(N)","native"
"Silene laciniata ssp. major var. angustifolia","Caryophyllaceae","L48(N)","native"
"Silene laciniata ssp. major var. latifolia","Caryophyllaceae","L48(N)","native"
"Silene lanceolata","Caryophyllaceae","HI(N)",NA
"Silene latifolia","Caryophyllaceae","L48(I)AK(I)CAN(I)GL(I)SPM(I)","alien"
"Silene latifolia ssp. alba","Caryophyllaceae","L48(I)AK(I)","alien"
"Silene lemmonii","Caryophyllaceae","L48(N)","native"
"Silene macrosperma","Caryophyllaceae","AK(N)",NA
"Silene marmorensis","Caryophyllaceae","L48(N)","native"
"Silene menziesii","Caryophyllaceae","L48(N)AK(N)CAN(N)","native"
"Silene menziesii ssp. dorrii","Caryophyllaceae","L48(N)","native"
"Silene menziesii ssp. menziesii","Caryophyllaceae","L48(N)AK(N)CAN(N)","native"
"Silene menziesii ssp. menziesii var. menziesii","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene menziesii ssp. menziesii var. viscosa","Caryophyllaceae","L48(N)AK(N)CAN(N)","native"
"Silene menziesii ssp. williamsii","Caryophyllaceae","AK(N)CAN(N)NA(N)","native"
"Silene multinervia","Caryophyllaceae","L48(N)","native"
"Silene nachlingerae","Caryophyllaceae","L48(N)","native"
"Silene nivea","Caryophyllaceae","L48(N)","native"
"Silene noctiflora","Caryophyllaceae","L48(I)AK(I)CAN(I)","alien"
"Silene nuda","Caryophyllaceae","L48(N)","native"
"Silene nuda ssp. insectivora","Caryophyllaceae","L48(N)","native"
"Silene nuda ssp. nuda","Caryophyllaceae","L48(N)","native"
"Silene nutans","Caryophyllaceae","L48(I)","alien"
"Silene occidentalis","Caryophyllaceae","L48(N)","native"
"Silene occidentalis ssp. longistipitata","Caryophyllaceae","L48(N)","native"
"Silene occidentalis ssp. occidentalis","Caryophyllaceae","L48(N)","native"
"Silene oregana","Caryophyllaceae","L48(N)","native"
"Silene ovata","Caryophyllaceae","L48(N)","native"
"Silene parishii","Caryophyllaceae","L48(N)","native"
"Silene parishii var. latifolia","Caryophyllaceae","L48(N)","native"
"Silene parishii var. parishii","Caryophyllaceae","L48(N)","native"
"Silene parishii var. viscida","Caryophyllaceae","L48(N)","native"
"Silene parryi","Caryophyllaceae","L48(N)AK(N)CAN(N)","native"
"Silene pendula","Caryophyllaceae","L48(I)CAN(I)","alien"
"Silene perlmanii","Caryophyllaceae","HI(N)",NA
"Silene petersonii","Caryophyllaceae","L48(N)","native"
"Silene petersonii var. minor","Caryophyllaceae","L48(N)","native"
"Silene petersonii var. petersonii","Caryophyllaceae","L48(N)","native"
"Silene plankii","Caryophyllaceae","L48(N)","native"
"Silene polypetala","Caryophyllaceae","L48(N)","native"
"Silene pseudatocion","Caryophyllaceae","L48(I)","alien"
"Silene rectiramea","Caryophyllaceae","L48(N)","native"
"Silene regia","Caryophyllaceae","L48(N)","native"
"Silene repens","Caryophyllaceae","L48(N)AK(N)CAN(N)","native"
"Silene repens ssp. australis","Caryophyllaceae","L48(N)","native"
"Silene repens ssp. purpurata","Caryophyllaceae","AK(N)",NA
"Silene rotundifolia","Caryophyllaceae","L48(N)","native"
"Silene rupestris","Caryophyllaceae",NA,NA
"Silene salmonacea","Caryophyllaceae","L48(N)","native"
"Silene sargentii","Caryophyllaceae","L48(N)","native"
"Silene scaposa","Caryophyllaceae","L48(N)","native"
"Silene scaposa var. lobata","Caryophyllaceae","L48(N)","native"
"Silene scaposa var. scaposa","Caryophyllaceae","L48(N)","native"
"Silene scouleri","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene scouleri ssp. hallii","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene scouleri ssp. pringlei","Caryophyllaceae","L48(N)","native"
"Silene scouleri ssp. pringlei var. concolor","Caryophyllaceae","L48(N)","native"
"Silene scouleri ssp. pringlei var. eglandulosa","Caryophyllaceae","L48(N)","native"
"Silene scouleri ssp. pringlei var. grisea","Caryophyllaceae","L48(N)","native"
"Silene scouleri ssp. pringlei var. leptophylla","Caryophyllaceae","L48(N)","native"
"Silene scouleri ssp. pringlei var. pringlei","Caryophyllaceae","L48(N)","native"
"Silene scouleri ssp. scouleri","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene scouleri ssp. scouleri var. pacifica","Caryophyllaceae","L48(N)","native"
"Silene scouleri ssp. scouleri var. scouleri","Caryophyllaceae","L48(N)","native"
"Silene secundiflora","Caryophyllaceae",NA,NA
"Silene seelyi","Caryophyllaceae","L48(N)","native"
"Silene sibirica","Caryophyllaceae","CAN(I)NA(I)","alien"
"Silene soczaviana","Caryophyllaceae","AK(I)",NA
"Silene sorensenis","Caryophyllaceae","AK(N)CAN(N)GL(N)NA(N)","native"
"Silene spaldingii","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene stellata","Caryophyllaceae","L48(N)","native"
"Silene struthioloides","Caryophyllaceae","HI(N)",NA
"Silene subciliata","Caryophyllaceae","L48(N)","native"
"Silene suecica","Caryophyllaceae","CAN(N)GL(N)NA(N)","native"
"Silene suksdorfii","Caryophyllaceae","L48(N)","native"
"Silene taimyrensis","Caryophyllaceae","AK(N)CAN(N)NA(N)","native"
"Silene tayloriae","Caryophyllaceae","AK(N)CAN(N)NA(N)","native"
"Silene thurberi","Caryophyllaceae","L48(N)","native"
"Silene uniflora","Caryophyllaceae",NA,NA
"Silene uralensis","Caryophyllaceae","L48(N)AK(N)CAN(N)GL(N)","native"
"Silene uralensis ssp. attenuata","Caryophyllaceae","L48(N)","native"
"Silene uralensis ssp. montana","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene uralensis ssp. ogilviensis","Caryophyllaceae","AK(N)CAN(N)NA(N)","native"
"Silene uralensis ssp. uralensis","Caryophyllaceae","AK(N)CAN(N)GL(N)NA(N)","native"
"Silene verecunda","Caryophyllaceae","L48(N)","native"
"Silene verecunda ssp. andersonii","Caryophyllaceae","L48(N)","native"
"Silene verecunda ssp. platyota","Caryophyllaceae","L48(N)","native"
"Silene verecunda ssp. platyota var. eglandulosa","Caryophyllaceae","L48(N)","native"
"Silene verecunda ssp. platyota var. platyota","Caryophyllaceae","L48(N)","native"
"Silene verecunda ssp. verecunda","Caryophyllaceae","L48(N)","native"
"Silene virginica","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene virginica var. robusta","Caryophyllaceae","L48(N)","native"
"Silene virginica var. virginica","Caryophyllaceae","L48(N)CAN(N)","native"
"Silene vulgaris","Caryophyllaceae","L48(I)AK(I)CAN(I)GL(I)","alien"
"Silene wrightii","Caryophyllaceae","L48(N)","native"
"Silphium","Asteraceae","L48(N)CAN(I,N)","native"
"Silphium albiflorum","Asteraceae","L48(N)","native"
"Silphium asteriscus","Asteraceae","L48(N)","native"
"Silphium asteriscus var. angustatum","Asteraceae","L48(N)","native"
"Silphium asteriscus var. asteriscus","Asteraceae","L48(N)","native"
"Silphium asteriscus var. laevicaule","Asteraceae","L48(N)","native"
"Silphium brachiatum","Asteraceae","L48(N)","native"
"Silphium compositum","Asteraceae","L48(N)","native"
"Silphium compositum var. compositum","Asteraceae","L48(N)","native"
"Silphium compositum var. ovatifolium","Asteraceae","L48(N)","native"
"Silphium compositum var. reniforme","Asteraceae","L48(N)","native"
"Silphium compositum var. venosum","Asteraceae","L48(N)","native"
"Silphium glutinosum","Asteraceae","L48(N)","native"
"Silphium gracile","Asteraceae","L48(N)","native"
"Silphium integrifolium","Asteraceae","L48(N)CAN(I)","native"
"Silphium integrifolium var. deamii","Asteraceae","L48(N)","native"
"Silphium integrifolium var. gattingeri","Asteraceae","L48(N)","native"
"Silphium integrifolium var. integrifolium","Asteraceae","L48(N)","native"
"Silphium integrifolium var. laeve","Asteraceae","L48(N)CAN(I)","native"
"Silphium integrifolium var. neglectum","Asteraceae","L48(N)","native"
"Silphium laciniatum","Asteraceae","L48(N)CAN(N)","native"
